Automobile ID,Fuel ID,Fuel Configuration ID,Manufacturer ID,Weight Class ID,Category ID,Model,Model Year,City Range,Highway Range,City Fuel Economy,City Fuel Economy Units,Highway Fuel Economy,Highway Fuel Economy Units,City Gas Fuel Economy,Highway Gas Fuel Economy,Transmission Type,Engine Type,Engine Size,Engine Cylinder Count,Engine Description,Battery Type,Battery Voltage Amps,110v Charge Time,220v Charge Time,Warranty Info,Ordering Info,Description,Comments,Manufacturer,Manufacturer URL,Fuel Code,Fuel,Category,Fuel Configuration Name
11420,11,5,213,"",9,Savana 2500/3500,2015,"","",8.0,mpg,11.0,mpg,11.0,16.0,Auto,SI,6.0,8,6.0L V8,"","","","","","","","",GMC,http://www.gmc.com,E85_GSLN,Ethanol (E85),Van,Flexible Fuel
11294,35,1,213,"",9,Savana 2500/3500,2015,"","","",mpg,"",mpg,"","",Auto,Diesel,6.6L,8,6.6L V8 Diesel,"","","","","","","","",GMC,http://www.gmc.com,BD,Biodiesel (B20),Van,Dedicated
11328,55,1,213,"",17,Savana 3500/4500,2015,"","","",mpg,"",mpg,"","",Auto,SI,6.0L,8,6.0L V8,"","","","","","","","",GMC,http://www.gmc.com,LPG,Propane,Vocational/Cab Chassis,Dedicated
11307,3,1,213,"",17,Savana 3500/4500,2015,"","","",mpg,"",mpg,"","",Auto,SI,6.0L,8,6.0L V8,"","","","","","","","",GMC,http://www.gmc.com,CNG,CNG - Compressed Natural Gas,Vocational/Cab Chassis,Dedicated
11295,35,1,213,"",17,Savana 3500/4500,2015,"","","",mpg,"",mpg,"","",Auto,Diesel,6.6L,8,6.6l V8 Diesel,"","","","","","","","",GMC,http://www.gmc.com,BD,Biodiesel (B20),Vocational/Cab Chassis,Dedicated
11402,11,5,213,"",25,Sierra 1500 2WD/4WD,2015,"","",12.0,mpg,17.0,mpg,18.0,24.0,Auto,SI,4.3,6,4.3L V6,"","","","","","","","",GMC,http://www.gmc.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
11403,11,5,213,"",25,Sierra 1500 2WD/4WD,2015,"","",11.0,mpg,15.0,mpg,16.0,23.0,Auto,SI,5.3,8,5.3L V8,"","","","","","","","",GMC,http://www.gmc.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
11408,11,5,213,"",17,Sierra 1500 Cab-chassis 2WD/4WD,2015,"","",11.0,mpg,15.0,mpg,16.0,20.0,Auto,SI,5.3,8,5.3L V8,"","","","","","","","",GMC,http://www.gmc.com,E85_GSLN,Ethanol (E85),Vocational/Cab Chassis,Flexible Fuel
11406,11,5,213,"",17,Sierra 1500 Cab-chassis 2WD/4WD,2015,"","",11.0,mpg,15.0,mpg,16.0,21.0,Auto,SI,4.3,6,4.3L V6,"","","","","","","","",GMC,http://www.gmc.com,E85_GSLN,Ethanol (E85),Vocational/Cab Chassis,Flexible Fuel
11413,11,5,213,"",25,Sierra 2500 2WD/4WD,2015,"","","",mpg,"",mpg,"","",Auto,SI,6.0,8,6.0L V8,"","","","","","","","",GMC,http://www.gmc.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
11301,37,3,213,"",25,Sierra 2500/3500 HD (2WD/4WD),2015,"","","",mpg,"",mpg,"","",Auto,SI,6.0L,8,6.0L V8,"","","","","","","","",GMC,http://www.gmc.com,CNG_GSLN,CNG - Bi-fuel,Truck,Dual/Bi-Fueled
11292,35,1,213,"",25,Sierra 2500/3500 HD (2WD/4WD),2015,"","","",mpg,"",mpg,"","",Auto,Diesel,6.6L,8,6.6L V8 Diesel,"","","","","","","","",GMC,http://www.gmc.com,BD,Biodiesel (B20),Truck,Dedicated
11412,11,5,213,"",25,Sierra 3500 2WD/4WD,2015,"","","",mpg,"",mpg,"","",Auto,SI,6.0,8,6.0L V8,"","","","","","","","",GMC,http://www.gmc.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
11293,35,1,213,"",17,Sierra 3500 HD (2WD/4WD),2015,"","","",mpg,"",mpg,"","",Auto,Diesel,6.6L,8,6.6L V8 Diesel,"","","","","","","","",GMC,http://www.gmc.com,BD,Biodiesel (B20),Vocational/Cab Chassis,Dedicated
11427,11,5,213,"",29,Terrain,2015,"","",15.0,mpg,22.0,mpg,22.0,23.0,Auto,SI,2.4,4,2.4L I4,"","","","","","","","",GMC,http://www.gmc.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11428,11,5,213,"",29,Terrain,2015,"","","",mpg,"",mpg,"","",Auto,SI,3.6,6,3.6L V6,"","","","","","","","",GMC,http://www.gmc.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11415,11,5,213,"",29,Yukon 2WD/4WD,2015,"","",12.0,mpg,17.0,mpg,16.0,23.0,Auto,SI,5.3,8,5.3L V8,"","","","","","","","",GMC,http://www.gmc.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11416,11,5,213,"",29,Yukon XL 2WD/4WD,2015,"","",12.0,mpg,17.0,mpg,16.0,23.0,Auto,SI,5.3,8,5.3L V8,"","","","","","","","",GMC,http://www.gmc.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11365,45,9,209,"",27,Accord Hybrid,2015,"","","","","","",50.0,45.0,ECVT,SI,2.0,4,2.0L I4,"","","","","","","","",Honda,http://automobiles.honda.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11336,57,9,209,"",27,Accord Plug-in Hybrid,2015,"","",115.0,Mpge Gas + Electric,"","",47.0,46.0,ECVT,"",2.0L,4,2.0L I4,"","","","","","","",20 mi est. all electric range,Honda,http://automobiles.honda.com,PHEV,Plug-in Hybrid Electric,Sedan/Wagon,Hybrid Electric
11308,3,1,209,"",27,Civic,2015,"","",27.0,mpg,38.0,mpg,"","",Auto,SI,1.8,4,1.8L I4,"","","","","","","","",Honda,http://automobiles.honda.com,CNG,CNG - Compressed Natural Gas,Sedan/Wagon,Dedicated
11366,45,9,209,"",27,Civic Hybrid,2015,"","","","","","",44.0,47.0,ECVT,SI,1.5,4,1.5L I4,"","","","","","","","",Honda,http://automobiles.honda.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11367,45,9,209,"",27,CR-Z,2015,"","","","","","",36.0,39.0,Auto,SI,1.5,4,1.5L I4,"","","","","","","","",Honda,http://automobiles.honda.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11368,45,9,351,"",27,Sonota,2015,"","","","","","",36.0,40.0,Auto,SI,2.4,4,2.4L I4,"","","","","","","","",Hyundai,http://www.hyundaiusa.com/,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11117,9,7,351,"",29,Tucson Fuel Cell Vehicle,2015,"","","",NULL,"",NULL,"","","","",100,"",100 kW PEM Fuel Cell,"","","","","","","","",Hyundai,http://www.hyundaiusa.com/,H2,Hydrogen Fuel Cell,SUV,Fuel Cell
11380,45,9,359,"",27,Q50 Hybrid FWD/AWD,2015,"","","","","","",29.0,36.0,Auto,SI,3.5,6,3.5L V6,"","","","","","","","",Infiniti,http://www.infinitiusa.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11381,45,9,359,"",27,Q50 Hybrid S FWD/AWD,2015,"","","","",26.0,28,29.0,36.0,Auto,SI,3.5,6,3.5L V6,"","","","","","","","",Infiniti,http://www.infinitiusa.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11382,45,9,359,"",27,Q70 Hybrid,2015,"","","","","","",29.0,34.0,Auto,SI,3.5,6,3.5L V6,"","","","","","","","",Infiniti,http://www.infinitiusa.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11383,45,9,359,"",29,QX60 Hybrid,2015,"","","","","","",26.0,28.0,Auto,SI,2.5,4,2.5L I4,"","","","","","","","",Infiniti,http://www.infinitiusa.com,HYBR,Hybrid Electric,SUV,Hybrid Electric
11455,11,5,385,"",27,XF FFV,2015,"","",11.0,mpg,17.0,mpg,15.0,23.0,Auto,SI,5.0,8,5.0L V8,"","","","","","","","",Jaguar,http://www.jaguarusa.com/index.html,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11453,11,5,385,"",27,XJ FFV,2015,"","",11.0,mpg,17.0,mpg,15.0,23.0,Auto,SI,5.0,8,5.0L V8,"","","","","","","","",Jaguar,http://www.jaguarusa.com/index.html,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11451,11,5,385,"",27,XJ FFV,2015,"","",12.0,mpg,19.0,mpg,18.0,27.0,Auto,SI,3.0,6,3.0L V6,"","","","","","","","",Jaguar,http://www.jaguarusa.com/index.html,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11454,11,5,385,"",27,XJL FFV,2015,"","",11.0,mpg,17.0,mpg,15.0,23.0,Auto,SI,5.0,8,5.0L V8,"","","","","","","","",Jaguar,http://www.jaguarusa.com/index.html,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11452,11,5,385,"",27,XJL FFV,2015,"","",111.0,mpg,19.0,mpg,17.0,27.0,Auto,SI,3.0,6,3.0L V6,"","","","","","","","",Jaguar,http://www.jaguarusa.com/index.html,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11459,11,5,275,"",29,Cherokee FWD/4WD,2015,"","",15.0,mpg,23.0,mpg,22.0,31.0,Auto,SI,2.4,4,2.4L I4,"","","","","","","","",Jeep,https://www.fleet.chrysler.com/fleetcda/fleetusa,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11296,35,1,275,"",29,Grand Cherokee 2WD/4WD,2015,"","",22.0,mpg,30.0,mpg,"","",Auto,Diesel,3.0,6,3.0L V6 Diesel,"","","","","","","","",Jeep,https://www.fleet.chrysler.com/fleetcda/fleetusa,BD,Biodiesel (B20),SUV,Dedicated
11460,11,5,275,"",29,Grand Cherokee 2WD/4WD,2015,"","",14.0,mpg,19.0,mpg,17.0,25.0,Auto,SI,3.6,6,3.6L V6,"","","","","","","","",Jeep,https://www.fleet.chrysler.com/fleetcda/fleetusa,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11369,45,9,361,"",27,Optima,2015,"","","","","","",36.0,40.0,Auto,SI,2.4,4,2.4L I4,"","","","","","","","",Kia,http://www.kia.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11579,45,1,361,"",27,Optima,2015,"","",36.0,mpg,40.0,mpg,"","",Auto,SI,2.4L,4,2.4L I4,"","","","","","","","",Kia,http://www.kia.com,HYBR,Hybrid Electric,Sedan/Wagon,Dedicated
11349,41,1,361,"",27,Soul,2015,"","",120.0,Mpge,92.0,Mpge,"","",Auto,e-motor,50 kW,"","50 kW electric motor, 16.4 kWh battery","",16.4 kWh,"","","","","",93 mi all electric range,Kia,http://www.kia.com,ELEC,Electric,Sedan/Wagon,Dedicated
11456,11,5,387,"",29,Range Rover,2015,"","",9.0,mpg,14.0,mpg,14.0,19.0,Auto,SI,5.0,8,5.0L V8,"","","","","","","","",Land Rover,http://www.landrover.com/us/en/lr/,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11457,11,5,387,"",29,Range Rover L,2015,"","",9.0,mpg,14.0,mpg,14.0,19.0,Auto,SI,5.0,8,5.0L V8,"","","","","","","","",Land Rover,http://www.landrover.com/us/en/lr/,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11458,11,5,387,"",29,Range Rover Sport,2015,"","",9.0,mpg,14.0,mpg,14.0,19.0,Auto,SI,5.0,8,5.0L V8,"","","","","","","","",Land Rover,http://www.landrover.com/us/en/lr/,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11371,45,9,243,"",27,300h,2015,"","","","","","",40.0,39.0,Auto,SI,2.5,4,2.5L I4,"","","","","","","","",Lexus,"",HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11370,45,9,243,"",27,CT 200h,2015,"","","","","","",43.0,40.0,ECVT,SI,1.8,4,1.8L I4,"","","","","","","","",Lexus,"",HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11373,45,9,243,"",27,GS 450h,2015,"","","","","","",29.0,34.0,Auto,SI,3.5,6,3.5L V6,"","","","","","","","",Lexus,"",HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11374,45,9,243,"",27,GS 450h F Sport,2015,"","","","","","","","",Auto,SI,3.5,6,3.5L V6,"","","","","","","","",Lexus,"",HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11372,45,9,243,"",27,LS 600h L,2015,"","","","","","",19.0,23.0,Auto,SI,5.0,8,5.0L V8,"","","","","","","","",Lexus,"",HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11376,45,9,243,"",27,NX 300h,2015,"","","","","","",35.0,31.0,Auto,SI,2.5,4,2.5L I4,"","","","","","","","",Lexus,"",HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11375,45,9,243,"",29,RX 450h,2015,"","","","","","",32.0,28.0,Auto,SI,3.5,6,3.5L V6,"","","","","","","","",Lexus,"",HYBR,Hybrid Electric,SUV,Hybrid Electric
11364,45,9,227,"",27,MKZ Hybrid,2015,"","","","","","",41.0,39.0,ECVT,SI,2.0,4,2.0L I4,"","","","","","","","",Lincoln,http://www.lincoln.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11337,57,9,389,"",27,P1,2015,"","","",NULL,"",NULL,16.0,20.0,Auto,SI,3.8L,8,"3.8L V8, 132 kW electric motor","","","","","","","","",McLaren,http://www.mclaren.com/,PHEV,Plug-in Hybrid Electric,Sedan/Wagon,Hybrid Electric
11350,41,1,239,"",27,B-Class Electric,2015,"","",85.0,Mpge,83.0,Mpge,"","",Auto,e-motor,132 kW,"","132 kW electric motor, 28 kWh battery","",28 kWh,"","","","","",87 mi all electric range,Mercedes-Benz,http://www.mbusa.com/mercedes/,ELEC,Electric,Sedan/Wagon,Dedicated
11317,9,1,239,"",27,B-Class F-Cell,2015,"","","",Mpge,"",Mpge,"","",Auto,FC,"","",100 kW PEM fuel cell,"","","","","","","","",Mercedes-Benz,http://www.mbusa.com/mercedes/,H2,Hydrogen Fuel Cell,Sedan/Wagon,Dedicated
11474,11,5,239,"",27,E300,2015,"","",14.0,mpg,20.0,mpg,20.0,29.0,Auto,SI,3.5,6,3.5L V6,"","","","","","","","",Mercedes-Benz,http://www.mbusa.com/mercedes/,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11475,11,5,239,"",27,E300 4matic,2015,"","",14.0,mpg,20.0,mpg,20.0,29.0,Auto,SI,3.5,6,3.5L V6,"","","","","","","","",Mercedes-Benz,http://www.mbusa.com/mercedes/,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
11377,45,9,239,"",27,E400 Hybrid,2015,"","","","","","",24.0,30.0,Auto,SI,3.5,6,3.5L V6,"","","","","","","","",Mercedes-Benz,http://www.mbusa.com/mercedes/,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11461,11,5,239,"",29,GLA 250 4Matic,2015,"","",17.0,mpg,24.0,mpg,24.0,32.0,Auto,SI,2.04,"",2.0L I4,"","","","","","","","",Mercedes-Benz,http://www.mbusa.com/mercedes/,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11462,11,5,239,"",29,ML 350 4Matic,2015,"","",13.0,mpg,17.0,mpg,17.0,22.0,Auto,SI,3.5,6,"3.5L V6
","","","","","","","","",Mercedes-Benz,http://www.mbusa.com/mercedes/,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11340,57,9,239,"",27,S550 Plug-in Hybrid,2015,"","","",NULL,"",NULL,"","",Auto,"",3.0,6,3.0L V6,"","","","","","","",20 mi est. all electric range,Mercedes-Benz,http://www.mbusa.com/mercedes/,PHEV,Plug-in Hybrid Electric,Sedan/Wagon,Hybrid Electric
11351,41,1,263,"",27,i-MiEV,2015,"","",126.0,Mpge,99.0,Mpge,"","",Auto,e-motor,49 kW,"","49 kW electric motor, 16 kWh battery","",16 kWh,"","","","","",62 mi all electric range,Mitsubishi,http://www.mitsubishicars.com/MMNA/jsp/find.do?loc=en-us,ELEC,Electric,Sedan/Wagon,Dedicated
11463,11,5,217,"",29,Armada 2WD/4WD,2015,"","",9.0,mpg,13.0,mpg,12.0,19.0,Auto,SI,5.6,8,"5.6L V8
","","","","","","","","",Nissan,http://www.nissanusa.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11352,41,1,217,"",27,Leaf,2015,"","",126.0,Mpge,101.0,Mpge,"","",Auto,e-motor,80 kW,"","80 kW electric motor, 24 kWh battery","",24 kWh,"","","","","",84 mi all electric range,Nissan,http://www.nissanusa.com,ELEC,Electric,Sedan/Wagon,Dedicated
11378,45,9,217,"",29,Pathfinder Hybrid 2WD/AWD,2015,"","","","","","",25.0,28.0,Auto,SI,2.5,4,2.5L I4,"","","","","","","","",Nissan,http://www.nissanusa.com,HYBR,Hybrid Electric,SUV,Hybrid Electric
11464,11,5,217,"",25,Titan 2WD/4WD,2015,"","","",mpg,"",mpg,"","",Auto,SI,5.6,8,"5.6L V8
","","","","","","","","",Nissan,http://www.nissanusa.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
11357,57,9,391,"",27,918 Spyder,2015,"","",67.0,Mpge combined electricity,"",NULL,20.0,24.0,Auto,SI,4.6L,8,"4.6L V8, 95 kW electric motor front, 115 kW electric motor rear","","","","","","","",19 mi est. electric range,Porsche,http://www.porsche.com,PHEV,Plug-in Hybrid Electric,Sedan/Wagon,Hybrid Electric
11342,57,9,391,"",29,Cayenne S E-Hybrid,2015,"","",47.0,Mpge combine electricity,"",NULL,21.0,24.0,Auto,SI,3.0L,6,"3.0L V6, 70 kW electric motor","","","","","","","",14 mi est. all electric range,Porsche,http://www.porsche.com,PHEV,Plug-in Hybrid Electric,SUV,Hybrid Electric
11341,57,9,391,"",27,Panamera S E-Hybrid,2015,"",12,50.0,Mpge combined electricity,"",NULL,23.0,29.0,Auto,SI,3.0L,6,"3.0L V6, 70 kW electric motor","","","","","","","",12 mi est. all electric range,Porsche,http://www.porsche.com,PHEV,Plug-in Hybrid Electric,Sedan/Wagon,Hybrid Electric
11297,35,1,349,"",29,1500 2WD/4WD,2015,"","",20.0,mpg,28.0,mpg,"","",Auto,Diesel,3.0,6,3.0L V6 Diesel,"","","","","","","","",Ram,http://www.ramtrucks.com,BD,Biodiesel (B20),SUV,Dedicated
11465,11,5,349,"",25,1500 2WD/4WD,2015,"","",12.0,mpg,17.0,mpg,17.0,25.0,Auto,SI,3.6,6,"3.6L V6
","","","","","","","","",Ram,http://www.ramtrucks.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
11298,35,1,349,"",25,2500/3500 HD 2WD/4WD,2015,"","","","","","","","",Auto,Diesel,6.7,6,6.7L I6 Diesel,"","","","","","","","",Ram,http://www.ramtrucks.com,BD,Biodiesel (B20),Truck,Dedicated
11302,37,3,349,"",25,2500 HD 2WD/4WD,2015,"","","","","","","","",Auto,SI,5.7,8,5.7L V8,"","","","","","","","",Ram,http://www.ramtrucks.com,CNG_GSLN,CNG - Bi-fuel,Truck,Dual/Bi-Fueled
11299,35,1,349,"",17,3500 HD 2WD/4WD,2015,"","","","","","","","",Auto,Diesel,6.7,6,6.7L I6 Diesel,"","","","","","","","",Ram,http://www.ramtrucks.com,BD,Biodiesel (B20),Vocational/Cab Chassis,Dedicated
11466,11,5,349,"",9,CV,2015,"","",13.0,mpg,18.0,mpg,18.0,26.0,Auto,SI,3.6,6,3.6L V6,"","","","","","","","",Ram,http://www.ramtrucks.com,E85_GSLN,Ethanol (E85),Van,Flexible Fuel
11353,41,1,381,"",27,fortwo,2015,"","",122.0,Mpge,93.0,Mpge,"","",Auto,e-motor,55 kW,"","55 kW electric motor, 17.6 kWh battery","",17.6 kWh,"","","","","",68 mi all electric range,Smart,http://www.smartusa.com/,ELEC,Electric,Sedan/Wagon,Dedicated
11379,45,9,383,"",29,XV Crosstrek,2015,"","","","","","",30.0,34.0,ECVT,SI,2.5,4,2.5L H4,"","","","","","","","",Subaru,http://www.subaru.com/,HYBR,Hybrid Electric,SUV,Hybrid Electric
11354,41,1,237,"",27,Model S,2015,"","",94.0,Mpge,97.0,Mpge,"","",Auto,e-motor,300 kW,"","300 kW electric motor, 60 kWh battery","",60 kWh,"","","","","",208 mi all electric range,Tesla,http://www.teslamotors.com/design/gallery-body.php,ELEC,Electric,Sedan/Wagon,Dedicated
11384,45,9,221,"",27,Avalon,2015,"","","","","","",40.0,39.0,ECVT,SI,2.5,4,2.5L I4,"","","","","","","","",Toyota,http://www.toyota.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11385,45,9,221,"",27,Camry,2015,"","","","","","",43.0,39.0,ECVT,SI,2.5,4,2.5L I4,"","","","","","","","",Toyota,http://www.toyota.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11386,45,9,221,"",29,Highlander,2015,"","","","","","",27.0,28.0,ECVT,SI,3.5,5,3.5L V6,"","","","","","","","",Toyota,http://www.toyota.com,HYBR,Hybrid Electric,SUV,Hybrid Electric
11318,9,1,221,"",27,Mirai,2015,"",300,"",Mpge,"",Mpge,"","",Auto,FC,"","",100 kW PEM fuel cell,"","","","","","","","",Toyota,http://www.toyota.com,H2,Hydrogen Fuel Cell,Sedan/Wagon,Dedicated
11388,45,9,221,"",27,Prius ,2015,"","","","","","",51.0,48.0,ECVT,SI,1.8,4,1.8L I4,"","","","","","","","",Toyota,http://www.toyota.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11387,45,9,221,"",27,Prius c,2015,"","","","","","",53.0,46.0,ECVT,SI,1.5,4,1.5L I4,"","","","","","","","",Toyota,http://www.toyota.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11343,57,9,221,"",27,Prius Plug-in,2015,"","",95.0,Mpge Gas + Electric,"","",51.0,49.0,ECVT,SI,1.8L,4,"1.8L I4, 38 kW electric motor","","","","","","","",11 mi est.all electric range,Toyota,http://www.toyota.com,PHEV,Plug-in Hybrid Electric,Sedan/Wagon,Hybrid Electric
11389,45,9,221,"",27,Prius v,2015,"","","","","","",44.0,40.0,ECVT,SI,1.8,4,1.8L I4,"","","","","","","","",Toyota,http://www.toyota.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11468,11,5,221,"",29,Sequoia 4WD,2015,"","",9.0,mpg,13.0,mpg,13.0,17.0,Auto,SI,5.7,8,"5.7L V8
","","","","","","","","",Toyota,http://www.toyota.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
11467,11,5,221,"",25,Tundra 4WD,2015,"","",9.0,mpg,12.0,mpg,13.0,17.0,Auto,SI,5.7,8,"5.7L V8
","","","","","","","","",Toyota,http://www.toyota.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
11356,41,1,347,"",27,e-Golf,2015,"","","",Mpge,"",Mpge,"","",Auto,e-motor,85 kW,"","85 kW electric motor, 24.2 kWh battery","",24.2 kWh,"","","","","",85 mi est. all electric range,Volkswagen,http://www.vw.com,ELEC,Electric,Sedan/Wagon,Dedicated
11390,45,9,347,"",27,Jetta Hybrid,2015,"","","","","","",42.0,48.0,Auto,SI,1.4,4,1.4L I4,"","","","","","","","",Volkswagen,http://www.vw.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
11391,45,9,347,"",29,Touareg Hybrid,2015,"","","","","","",20.0,24.0,Auto,SI,3.0,6,3.0L V6,"","","","","","","","",Volkswagen,http://www.vw.com,HYBR,Hybrid Electric,SUV,Hybrid Electric
10773,ACMD-Xpert,Autocar,Allison,"","","",[10013],LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,Vocational/Cab Chassis,""
10774,ACTT-Xspotter,Autocar,Allison,"","","",[10013],LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,Tractor,Automatic
10670,E3-Hybrid Drive,Autocar,Allison,"","","","[10301, 10013, 10057]",Hybrid - Diesel,Refuse,Automatic
623,All American Rear Engine,Blue Bird Corp.,Allison,84,"","",[10013],CNG - Compressed Natural Gas,School Bus,""
10662,Micro Bird G5,Blue Bird Corp.,Allison,30,"","",[10180],Propane,School Bus,""
356,Vision,Blue Bird Corp.,Allison,77,Blue Bird's Vision school bus is available in 48-77 passenger models and is fueled with propane.,"",[10180],Propane,School Bus,Automatic
10785,C10 45ft Coach,BYD (Build Your Dream),BYD,60,"","",[10409],Electric,Transit Bus,""
10783,C6 23ft Coach,BYD (Build Your Dream),BYD,22,"","",[10411],Electric,Transit Bus,""
10784,C9 40ft Coach,BYD (Build Your Dream),BYD,51,"","",[10409],Electric,Transit Bus,""
10768,K11 60ft Transit Bus,BYD (Build Your Dream),BYD,57,300 kW e-motor,"",[10409],Electric,Transit Bus,Automatic
10781,K7 30ft Transit Bus,BYD (Build Your Dream),BYD,25,"","",[10414],Electric,Transit Bus,""
10767,K9 40ft Transit Bus,BYD (Build Your Dream),BYD,44,Configurable with 150 or 200 kW e-motor,"",[10410],Electric,Transit Bus,""
10782,K9S 35ft Transit Bus,BYD (Build Your Dream),BYD,35,"","",[10410],Electric,Transit Bus,""
10779,Q1M,BYD (Build Your Dream),BYD,"","","",[10413],Electric,Truck,""
10780,Step Van,BYD (Build Your Dream),BYD,"","","",[10413],Electric,Truck,""
10776,T5,BYD (Build Your Dream),BYD,"","","",[10411],Electric,Vocational/Cab Chassis,""
10777,T7,BYD (Build Your Dream),BYD,"","","",[10411],Electric,Vocational/Cab Chassis,""
10778,T9,BYD (Build Your Dream),BYD,"","","",[10412],Electric,Truck,""
692,HETT,Capacity Trucks,"","","","",[],Electric,Tractor,""
10677,TJ5000/TJ7000,Capacity Trucks,Allison RDS3000,"","","","[10390, 10341]",Propane,Tractor,""
693,TJ9000,Capacity Trucks,Allison RDS3000,"","","",[10013],LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,Tractor,""
694,TJ9000 LNG Terminal Tractor,Capacity Trucks,Allison RDS3000,1,LNG-powered terminal tractor.,"",[10013],CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,Tractor,Automatic
10678,ZETT,Capacity Trucks,"","",The ZETT is a zero emission terminal truck for hauling cargo.  It operates on a Hydrogen Fuel Cell.,"",[],Hydrogen Fuel Cell,Tractor,""
349,Ottawa 4x2,Cargotec,Allison 3000 RDS,"","","",[10013],CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,Tractor,Automatic
385,CTS - Front Engine,Champion Bus Inc.,Allison,32,"","",[],CNG - Compressed Natural Gas,Shuttle Bus,Automatic
10502,COBUS 3000 CNG,COBUS Industries LP,"","","With up to three exit doors on each side, the COBUS CNG bus is designed to transport the maximum number of riders over short distances, typically in an airport setting. The COBUS 3000 can transport up to 112 riders.","",[],CNG - Compressed Natural Gas,Transit Bus,""
10786,CNG,Collins Bus Corp.,"","","","",[10341],CNG - Compressed Natural Gas,School Bus,""
10280,NexBus Propane,Collins Bus Corp.,"",30,"","",[10340],Propane,School Bus,Automatic
10563,COE2,Crane Carrier Company,"","","","",[10301],CNG - Compressed Natural Gas,Vocational/Cab Chassis,""
10562,LET2,Crane Carrier Company,"","","","",[10013],CNG - Compressed Natural Gas,Vocational/Cab Chassis,""
10876,3500/4500/5500,Cummins Westport,"","","","",[10446],Biodiesel (B20),Vocational/Cab Chassis,""
375,Orion VII CNG LF,Daimler Buses North America,Allison B400R-ZF HP594,44,"The Orion VII CNG is a heavy-duty, low-floor transit bus.","",[10013],CNG - Compressed Natural Gas,Transit Bus,Automatic
421,Orion VII Hybrid Low-Floor,Daimler Buses North America,"",44,"The Orion VII Hybrid is a series hybrid design available in 30-, 35-, and 40-ft models with roof-mounted power control and energy storage unit.","",[10051],Hybrid Electric,Transit Bus,""
